GKZ;Gebietsname;Wahlberechtigte;abgegebene;ungueltige;gueltige;OEVP;SPOE;FPOE;GRUENE;NEOS;DNA;KPOE
G40808;Grieskirchen;3513;2039;39;2000;547;413;520;239;198;45;38
G40809;Haag am Hausruck;1669;1031;36;995;274;199;266;112;107;21;16
G40810;Heiligenberg;571;406;9;397;152;33;143;37;16;9;7
G40811;Hofkirchen an der Trattnach;1247;734;28;706;247;117;230;42;46;18;6
G40812;Kallham;2010;1112;36;1076;335;211;311;76;98;21;24
G40813;Kematen am Innbach;1046;619;12;607;154;109;232;46;35;15;16
G40814;Meggenhofen;1229;751;22;729;279;87;196;84;52;21;10
G40815;Michaelnbach;1051;655;15;640;217;80;218;41;47;28;9
G40816;Natternbach;1884;1205;30;1175;330;240;442;66;40;38;19
G40817;Neukirchen am Walde;1323;871;35;836;258;118;317;62;46;24;11
G40818;Neumarkt im Hausruckkreis;1114;600;20;580;143;128;191;46;39;15;18
G40820;Pötting;460;338;10;328;168;46;70;23;16;4;1
G40821;Pollham;819;501;19;482;136;83;119;66;36;30;12
G40822;Pram;1372;787;19;768;178;125;300;68;71;12;14
G40823;Rottenbach;889;513;15;498;115;72;197;33;35;32;14
G40824;St. Agatha;1766;1067;33;1034;393;141;342;59;71;20;8
G40825;St. Georgen bei Grieskirchen;1028;636;28;608;193;115;149;73;57;15;6
G40826;St. Thomas;447;294;16;278;85;47;91;33;6;8;8
G40827;Schlüßlberg;2367;1468;37;1431;293;484;392;115;99;21;27
G40828;Steegen;924;530;19;511;164;72;193;35;27;14;6
G40829;Taufkirchen an der Trattnach;1563;908;27;881;262;138;327;55;56;23;20
G40830;Tollet;765;552;7;545;151;120;128;63;57;18;8
G40831;Waizenkirchen;2968;1767;35;1732;575;250;501;165;164;43;34
G40832;Wallern an der Trattnach;2409;1569;36;1533;416;339;447;151;121;41;18
G40833;Weibern;1306;763;31;732;235;133;170;96;70;19;9
G40834;Wendling;709;483;19;464;166;52;162;44;24;10;6
G40835;Peuerbach;3716;2252;64;2188;662;343;728;165;162;87;41
G40899;Wahlkarten - Grieskirchen;0;961;33;928;198;203;177;161;116;42;31
G40900;Kirchdorf an der Krems;43444;26337;553;25784;6758;5471;7739;2363;2045;842;566
G40901;Edlbach;501;338;6;332;119;79;76;20;16;10;12
G40902;Grünburg;2852;1492;39;1453;349;317;522;95;97;41;32
G40903;Hinterstoder;701;365;6;359;138;43;89;32;39;12;6
G40904;Inzersdorf im Kremstal;1512;852;33;819;232;146;273;72;48;27;21
G40905;Kirchdorf an der Krems;3364;1911;23;1888;388;538;462;248;164;51;37
G40906;Klaus an der Pyhrnbahn;864;548;10;538;93;211;165;16;19;18;16
G40907;Kremsmünster;4636;2668;56;2612;713;480;755;257;240;101;66
G40908;Micheldorf in Oberösterreich;4532;2637;55;2582;532;720;679;254;253;94;50
G40909;Molln;2747;1598;42;1556;353;416;445;150;110;48;34
G40910;Nußbach;1820;1095;25;1070;366;183;278;95;83;46;19
G40911;Oberschlierbach;373;257;3;254;100;42;50;33;14;12;3
G40912;Pettenbach;4109;2414;65;2349;498;343;943;205;224;68;68
G40913;Ried im Traunkreis;2219;1271;26;1245;391;165;423;101;111;36;18
G40914;Rosenau am Hengstpaß;496;300;3;297;79;75;106;13;12;7;5
G40915;Roßleithen;1464;913;22;891;299;186;250;60;50;31;15
G40916;St. Pankraz;280;201;4;197;30;40;109;5;8;2;3
G40917;Schlierbach;2233;1329;11;1318;321;265;367;174;136;33;22
G40918;Spital am Pyhrn;1764;934;10;924;237;214;347;41;48;27;10
G40919;Steinbach am Ziehberg;704;436;10;426;125;82;144;22;29;11;13
G40920;Steinbach an der Steyr;1558;991;20;971;316;184;315;61;50;26;19
G40921;Vorderstoder;662;374;8;366;139;42;115;23;28;11;8
G40922;Wartberg an der Krems;2250;1303;37;1266;404;220;368;117;81;54;22
G40923;Windischgarsten;1803;978;12;966;267;257;213;92;83;33;21
G40999;Wahlkarten - Kirchdorf an der Krems;0;1132;27;1105;269;223;245;177;102;43;46
G41000;Linz-Land;108186;63815;1149;62666;13134;16679;16654;6382;6706;1664;1447
G41001;Allhaming;936;573;14;559;188;109;132;39;66;20;5
G41002;Ansfelden;10947;5241;77;5164;842;1382;1940;352;419;99;130
G41003;Asten;4712;2491;48;2443;422;778;846;137;158;59;43
G41004;Eggendorf im Traunkreis;841;488;13;475;132;87;131;44;60;13;8
G41005;Enns;7723;4257;86;4171;819;1251;1066;411;407;115;102
G41006;Hargelsberg;1120;733;18;715;190;154;195;59;78;17;22
G41007;Hörsching;4674;2450;55;2395;506;584;792;202;207;51;53
G41008;Hofkirchen im Traunkreis;1564;963;27;936;231;224;241;87;107;23;23
G41009;Kematen an der Krems;2229;1292;21;1271;306;258;403;98;130;42;34
G41010;Kirchberg-Thening;2042;1334;30;1304;241;376;289;168;177;40;13
G41011;Kronstorf;2634;1631;34;1597;352;472;440;107;159;48;19
G41012;Leonding;20823;12256;180;12076;2331;3442;2653;1514;1544;284;308
G41013;St. Florian;5074;3170;62;3108;867;685;633;334;437;97;55
G41014;Neuhofen an der Krems;4958;2894;37;2857;612;663;668;408;326;108;72
G41015;Niederneukirchen;1678;1101;19;1082;315;218;275;129;97;26;22
G41016;Oftering;1668;1065;13;1052;262;282;270;80;111;30;17
G41017;Pasching;5414;2897;56;2841;573;784;726;297;312;66;83
G41018;Piberbach;1588;906;22;884;203;202;280;78;63;37;21
G41019;Pucking;3195;1913;44;1869;350;373;772;134;170;46;24
G41020;St. Marien;3941;2530;56;2474;671;612;595;216;254;69;57
G41021;Traun;15647;7554;133;7421;1298;2289;2218;651;589;187;189
G41022;Wilhering;4778;3783;64;3719;954;950;685;490;468;103;69
G41099;Wahlkarten - Linz-Land;0;2293;40;2253;469;504;404;347;367;84;78
G41100;Perg;53456;34174;943;33231;8929;8373;9094;2826;2355;929;725
G41101;Allerheiligen im Mühlkreis;1045;717;27;690;218;164;197;34;35;22;20
G41102;Arbing;1160;707;9;698;210;149;149;96;58;23;13
G41103;Baumgartenberg;1390;870;20;850;310;127;308;38;44;14;9
G41104;Dimbach;811;522;22;500;128;122;181;29;18;10;12
G41105;Grein;2285;1355;37;1318;311;277;427;108;123;39;33
G41106;Katsdorf;2582;1687;40;1647;376;449;370;194;172;54;32
G41107;Klam;789;527;17;510;137;94;193;36;23;14;13
G41108;Bad Kreuzen;1817;1061;34;1027;422;83;327;64;49;59;23
G41109;Langenstein;1955;1221;31;1190;216;412;328;90;83;31;30
G41110;Luftenberg an der Donau;3403;2097;37;2060;343;710;576;189;156;32;54
G41111;Mauthausen;3484;1946;44;1902;384;662;393;189;184;43;47
G41112;Mitterkirchen im Machland;1368;843;32;811;281;194;223;46;41;16;10
G41113;Münzbach;1408;874;29;845;315;100;301;44;53;20;12
G41114;Naarn im Machlande;2896;1692;45;1647;521;345;499;115;119;26;22
G41115;Pabneukirchen;1320;851;26;825;289;136;281;46;42;21;10
G41116;Perg;6505;3794;111;3683;972;864;1017;353;273;127;77
G41117;Rechberg;771;499;30;469;213;82;100;33;25;11;5
G41118;Ried in der Riedmark;3483;2263;38;2225;564;711;501;194;158;43;54
G41119;St. Georgen am Walde;1620;938;48;890;262;184;333;40;33;26;12
G41120;St. Georgen an der Gusen;3374;2232;52;2180;424;708;500;230;179;72;67
G41121;St. Nikola an der Donau;543;394;10;384;116;94;118;21;16;12;7
G41122;St. Thomas am Blasenstein;756;491;27;464;204;61;130;14;28;22;5
G41123;Saxen;1314;831;24;807;218;184;269;47;44;31;14
G41124;Schwertberg;3955;2433;56;2377;547;745;566;244;163;53;59
G41125;Waldhausen im Strudengau;2276;1410;41;1369;387;324;420;99;58;52;29
G41126;Windhaag bei Perg;1146;699;23;676;274;112;167;52;43;19;9
G41199;Wahlkarten - Perg;0;1220;33;1187;287;280;220;181;135;37;47
G41200;Ried im Innkreis;46300;26591;593;25998;7912;4156;8458;2267;2068;643;494
G41201;Andrichsfurt;602;339;9;330;140;39;115;14;11;6;5
G41202;Antiesenhofen;775;403;10;393;131;68;144;12;26;6;6
G41203;Aurolzmünster;2174;1069;23;1046;260;192;418;62;70;24;20
G41204;Eberschwang;2734;1504;40;1464;364;309;506;111;111;41;22
G41205;Eitzing;717;379;9;370;96;74;136;32;27;5;0
G41206;Geiersberg;414;239;4;235;70;59;72;8;15;4;7
G41207;Geinberg;1043;549;13;536;150;72;200;53;30;18;13
G41208;Gurten;914;522;13;509;169;100;153;39;28;9;11
G41209;Hohenzell;1863;1122;27;1095;384;125;290;122;125;30;19
G41210;Kirchdorf am Inn;495;318;8;310;115;29;116;27;11;9;3
G41211;Kirchheim im Innkreis;640;407;8;399;136;37;154;38;20;4;10
G41212;Lambrechten;1061;622;17;605;231;69;217;28;33;22;5
G41213;Lohnsburg am Kobernaußerwald;1737;1022;20;1002;334;123;358;83;54;27;23
G41214;Mehrnbach;1821;983;17;966;297;161;337;72;65;23;11
G41215;Mettmach;1913;1000;26;974;256;161;444;40;45;17;11
G41216;Mörschwang;262;180;3;177;74;22;37;24;15;2;3
G41217;Mühlheim am Inn;533;351;4;347;91;85;116;20;24;6;5
G41218;Neuhofen im Innkreis;1958;1159;21;1138;343;220;299;125;108;29;14
G41219;Obernberg am Inn;1084;497;2;495;119;75;199;48;42;7;5
G41220;Ort im Innkreis;943;509;7;502;147;63;190;44;36;13;9
G41221;Pattigham;807;465;11;454;159;63;131;45;30;17;9
G41222;Peterskirchen;538;347;14;333;151;25;99;23;20;6;9
G41223;Pramet;836;530;18;512;163;69;196;30;33;10;11
G41224;Reichersberg;1171;574;6;568;190;68;203;38;47;12;10
G41225;Ried im Innkreis;7985;3988;56;3932;899;807;1123;444;469;73;117
G41226;St. Georgen bei Obernberg am Inn;444;291;0;291;157;16;64;29;19;3;3
G41227;St. Marienkirchen am Hausruck;707;476;14;462;173;45;152;37;29;18;8
G41228;St. Martin im Innkreis;1379;693;14;679;208;107;201;82;54;16;11
G41229;Schildorn;981;577;18;559;186;93;171;40;40;14;15
G41230;Senftenbach;616;342;16;326;124;46;101;19;27;3;6
G41231;Taiskirchen im Innkreis;1919;1134;32;1102;388;123;339;111;82;40;19
G41232;Tumeltsham;1262;821;27;794;249;85;240;87;91;31;11
G41233;Utzenaich;1243;740;13;727;252;96;237;63;47;21;11
G41234;Waldzell;1799;936;18;918;278;183;306;55;45;29;22
G41235;Weilbach;489;338;12;326;138;25;117;24;11;7;4
G41236;Wippenham;441;306;15;291;92;64;92;18;16;6;3
G41299;Wahlkarten - Ried im Innkreis;0;859;28;831;198;158;185;120;112;35;23
G41300;Rohrbach;45439;28846;807;28039;9900;4748;7469;2407;2131;933;451
G41304;Altenfelden;1776;1092;46;1046;288;183;343;81;99;31;21
G41305;Arnreit;937;627;15;612;235;63;158;61;54;28;13
G41306;Atzesberg;352;213;7;206;78;23;70;18;13;4;0
G41307;Auberg;467;316;7;309;139;30;87;18;11;20;4
G41309;Haslach an der Mühl;2083;1262;25;1237;293;354;284;135;113;36;22
G41311;Hörbich;331;227;7;220;87;22;69;15;15;9;3
G41312;Hofkirchen im Mühlkreis;1213;741;11;730;271;110;203;78;49;9;10
G41313;Julbach;1249;670;19;651;191;185;191;20;38;20;6
G41314;Kirchberg ob der Donau;875;548;21;527;201;107;129;30;46;8;6
G41315;Klaffer am Hochficht;1035;565;13;552;179;90;217;20;27;7;12
G41316;Kleinzell im Mühlkreis;1405;844;32;812;237;185;174;98;78;34;6
G41317;Kollerschlag;1209;698;22;676;272;130;216;18;15;18;7
G41318;Lembach im Mühlkreis;1192;694;11;683;225;104;217;50;43;32;12
G41319;Lichtenau im Mühlkreis;390;242;20;222;90;44;72;4;4;6;2
G41320;Nebelberg;505;355;6;349;140;71;83;18;14;16;7
G41321;Neufelden;902;562;12;550;175;90;118;88;57;10;12
G41322;Niederkappel;790;514;25;489;198;45;168;19;28;25;6
G41323;Niederwaldkirchen;1503;978;30;948;327;169;232;88;81;38;13
G41324;Oberkappel;527;308;10;298;151;32;80;10;15;8;2
G41325;Oepping;1280;818;20;798;264;115;276;48;63;21;11
G41326;Peilstein im Mühlviertel;1241;695;36;659;264;99;174;38;47;25;12
G41327;Pfarrkirchen im Mühlkreis;1123;686;20;666;302;82;163;53;42;11;13
G41328;Putzleinsdorf;1243;779;36;743;288;77;208;72;51;40;7
G41329;Neustift im Mühlkreis;1134;670;13;657;305;105;107;55;35;38;12
G41331;St. Johann am Wimberg;836;543;7;536;169;70;178;43;37;34;5
G41332;St. Martin im Mühlkreis;3008;1940;40;1900;668;365;455;193;145;50;24
G41333;St. Oswald bei Haslach;411;303;15;288;106;64;73;28;10;3;4
G41334;St. Peter am Wimberg;1470;920;25;895;336;149;185;82;78;43;22
G41336;St. Ulrich im Mühlkreis;574;364;15;349;113;53;99;36;27;15;6
G41337;St. Veit im Mühlkreis;1040;735;23;712;304;101;195;38;46;16;12
G41338;Sarleinsbach;1794;1103;28;1075;430;155;267;101;68;44;10
G41341;Schwarzenberg am Böhmerwald;452;287;10;277;124;49;75;9;12;3;5
G41342;Ulrichsberg;2338;1342;40;1302;462;205;378;125;93;23;16
G41343;Aigen-Schlägl;2547;1413;40;1373;456;227;417;120;101;30;22
G41344;Rohrbach-Berg;4102;2444;56;2388;814;395;567;255;229;87;41
G41345;Helfenberg;1208;769;13;756;230;132;210;39;93;32;20
G41346;St. Stefan-Afiesl;897;579;10;569;225;90;141;48;42;13;10
G41399;Wahlkarten - Rohrbach;0;1000;21;979;263;178;190;155;112;46;35
G41400;Schärding;44346;25726;528;25198;8383;3877;8501;1875;1588;556;418
G41401;Altschwendt;565;383;8;375;120;83;111;26;18;11;6
G41402;Andorf;4086;2084;55;2029;616;334;724;161;120;47;27
G41403;Brunnenthal;1533;887;18;869;280;138;283;78;57;13;20
G41404;Diersbach;1242;786;22;764;253;103;265;63;44;18;18
G41405;Dorf an der Pram;875;547;22;525;228;65;128;49;39;11;5
G41406;Eggerding;1088;607;7;600;201;70;229;35;40;11;14
G41407;Engelhartszell;750;366;5;361;129;55;109;30;16;18;4
G41408;Enzenkirchen;1437;788;18;770;200;102;376;35;34;17;6
G41409;Esternberg;2296;1162;22;1140;442;112;387;75;70;34;20
G41410;Freinberg;1040;588;5;583;251;82;168;40;27;8;7
G41411;Kopfing im Innkreis;1590;948;27;921;286;108;375;50;53;33;16
G41412;Mayrhof;249;184;5;179;90;6;53;11;16;3;0
G41413;Münzkirchen;2034;1149;19;1130;408;191;368;69;64;10;20
G41414;Raab;1824;1009;16;993;285;139;367;96;66;20;20
G41415;Rainbach im Innkreis;1243;715;6;709;259;100;260;38;24;17;11
G41416;Riedau;1575;816;15;801;206;170;276;72;48;20;9
G41417;St. Aegidi;1296;825;16;809;334;100;272;48;21;23;11
G41418;St. Florian am Inn;2337;1272;15;1257;350;245;444;90;89;25;14
G41419;St. Marienkirchen bei Schärding;1480;793;11;782;272;92;279;42;63;19;15
G41420;St. Roman;1433;681;16;665;249;34;283;29;44;17;9
G41421;St. Willibald;921;524;19;505;168;63;194;23;33;14;10
G41422;Schärding;3641;1971;28;1943;497;469;558;169;180;38;32
G41423;Schardenberg;1697;1007;15;992;421;123;294;74;52;15;13
G41424;Sigharting;673;424;11;413;160;49;146;24;23;5;6
G41425;Suben;1006;567;10;557;178;113;154;46;45;8;13
G41426;Taufkirchen an der Pram;2281;1282;37;1245;384;210;464;82;59;20;26
G41427;Vichtenstein;446;251;7;244;96;21;95;7;14;6;5
G41428;Waldkirchen am Wesen;973;633;23;610;205;127;208;16;38;9;7
G41429;Wernstein am Inn;1173;741;14;727;245;125;214;61;53;18;11
G41430;Zell an der Pram;1562;883;22;861;312;115;224;116;58;19;17
G41499;Wahlkarten - Schärding;0;853;14;839;258;133;193;120;80;29;26
G41500;Steyr-Land;48314;31391;702;30689;7983;7202;8347;2930;2450;1130;647
G41501;Adlwang;1633;991;23;968;303;125;285;115;83;40;17
G41502;Aschach an der Steyr;1862;1253;32;1221;276;278;322;146;109;64;26
G41503;Bad Hall;4203;2329;56;2273;565;477;637;238;241;69;46
G41504;Dietach;2635;1641;39;1602;397;378;383;222;141;55;26
G41505;Gaflenz;1538;982;41;941;308;175;260;77;70;34;17
G41506;Garsten;5141;3496;105;3391;782;762;875;421;331;147;73
G41507;Großraming;2128;1420;28;1392;436;347;331;104;97;51;26
G41508;Laussa;979;670;18;652;180;129;202;39;39;52;11
G41509;Losenstein;1336;857;16;841;211;239;220;72;55;31;13
G41510;Maria Neustift;1272;885;19;866;286;112;312;47;56;38;15
G41511;Pfarrkirchen bei Bad Hall;1836;1073;16;1057;272;255;292;94;98;25;21
G41512;Reichraming;1376;832;11;821;123;314;260;40;41;34;9
G41513;Rohr im Kremstal;1117;706;12;694;210;153;181;61;58;16;15
G41514;St. Ulrich bei Steyr;2547;1705;41;1664;494;320;441;166;145;67;31
G41515;Schiedlberg;1018;628;14;614;266;85;159;44;41;6;13
G41516;Sierning;7346;4258;74;4184;843;1312;1183;313;302;128;103
G41517;Ternberg;2689;1673;42;1631;399;395;503;117;108;72;37
G41518;Waldneukirchen;1757;1217;17;1200;386;230;319;86;87;66;26
G41521;Wolfern;2749;1733;32;1701;527;365;484;151;93;41;40
G41522;Weyer;3152;1900;43;1857;446;515;497;184;123;44;48
G41599;Wahlkarten - Steyr-Land;0;1142;23;1119;273;236;201;193;132;50;34
G41600;Urfahr-Umgebung;69962;47556;1149;46407;12608;9824;10343;6035;4940;1557;1100
G41601;Alberndorf in der Riedmark;3382;2134;57;2077;509;396;655;205;180;97;35
G41602;Altenberg bei Linz;3772;2651;69;2582;906;436;542;293;291;71;43
G41603;Bad Leonfelden;3466;2203;76;2127;706;318;562;222;193;77;49
G41604;Eidenberg;1740;1187;31;1156;416;181;253;140;99;51;16
G41605;Engerwitzdorf;7232;4486;138;4348;925;1039;1183;510;450;140;101
G41606;Feldkirchen an der Donau;4468;2816;56;2760;723;732;658;266;224;99;58
G41607;Gallneukirchen;5268;3387;68;3319;675;860;636;564;396;93;95
G41608;Goldwörth;667;468;14;454;154;103;90;42;43;16;6
G41609;Gramastetten;4093;2732;60;2672;788;458;493;426;341;82;84
G41610;Haibach im Mühlkreis;782;534;20;514;167;89;161;32;40;16;9
G41611;Hellmonsödt;1889;1171;25;1146;275;208;302;155;139;39;28
G41612;Herzogsdorf;2228;1459;41;1418;470;223;403;122;120;58;22
G41613;Kirchschlag bei Linz;1746;1063;27;1036;305;172;233;141;115;47;23
G41614;Lichtenberg;2330;1585;30;1555;455;286;246;245;245;44;34
G41615;Oberneukirchen;2611;1664;40;1624;533;308;380;165;136;71;31
G41616;Ottenschlag im Mühlkreis;454;310;13;297;103;58;87;13;20;8;8
G41617;Ottensheim;3738;2532;37;2495;596;557;344;526;300;80;92
G41618;Puchenau;3665;2502;34;2468;493;594;438;465;360;58;60
G41619;Reichenau im Mühlkreis;1066;702;16;686;189;131;185;64;68;26;23
G41620;Reichenthal;1226;796;26;770;279;146;195;52;55;28;15
G41621;St. Gotthard im Mühlkreis;1083;707;16;691;207;139;159;90;62;16;18
G41622;Schenkenfelden;1309;866;24;842;317;138;199;62;76;33;17
G41623;Sonnberg im Mühlkreis;852;545;20;525;159;96;125;51;55;27;12
G41624;Steyregg;3841;2470;42;2428;477;727;595;252;258;69;50
G41626;Walding;3452;2213;40;2173;582;618;399;267;196;48;63
G41627;Zwettl an der Rodl;1402;937;32;905;278;166;171;135;85;45;25
G41628;Vorderweißenbach;2200;1360;48;1312;498;218;345;86;101;45;19
G41699;Wahlkarten - Urfahr-Umgebung;0;2076;49;2027;423;427;304;444;292;73;64
G41700;Vöcklabruck;103818;62141;1649;60492;15746;12853;17166;6315;5127;1833;1452
G41701;Ampflwang im Hausruckwald;2455;1417;40;1377;239;543;421;51;69;30;24
G41702;Attersee am Attersee;1320;809;17;792;236;118;152;146;112;13;15
G41703;Attnang-Puchheim;5427;2691;55;2636;490;839;768;208;180;49;102
G41704;Atzbach;963;629;20;609;197;63;209;54;41;34;11
G41705;Aurach am Hongar;1472;812;34;778;180;207;244;53;40;31;23
G41706;Berg im Attergau;885;510;18;492;212;52;139;37;33;10;9
G41707;Desselbrunn;1469;954;26;928;284;202;266;71;49;30;26
G41708;Fornach;787;505;24;481;216;43;150;24;24;14;10
G41709;Frankenburg am Hausruck;3891;2119;69;2050;532;466;692;128;133;55;44
G41710;Frankenmarkt;2601;1424;56;1368;423;236;431;118;84;42;34
G41711;Gampern;2417;1448;62;1386;404;274;373;137;113;48;37
G41712;Innerschwand am Mondsee;972;540;17;523;210;48;131;62;40;20;12
G41713;Lenzing;3810;2050;40;2010;276;689;695;142;115;51;42
G41714;Manning;656;455;14;441;141;82;120;53;22;13;10
G41715;Mondsee;2656;1341;8;1333;363;194;333;198;175;33;37
G41716;Neukirchen an der Vöckla;2090;1249;44;1205;358;230;375;106;79;37;20
G41717;Niederthalheim;860;496;18;478;143;72;149;31;43;22;18
G41718;Nußdorf am Attersee;894;537;21;516;193;53;124;37;80;16;13
G41719;Oberhofen am Irrsee;1312;793;18;775;253;131;211;66;70;31;13
G41720;Oberndorf bei Schwanenstadt;1069;657;21;636;122;155;217;71;41;15;15
G41721;Oberwang;1406;742;36;706;283;57;258;53;25;21;9
G41722;Ottnang am Hausruck;3077;1652;61;1591;325;364;567;136;120;45;34
G41723;Pfaffing;1240;710;18;692;171;190;204;62;44;16;5
G41724;Pilsbach;530;386;10;376;119;95;82;33;33;9;5
G41725;Pitzenberg;445;302;6;296;86;44;96;31;27;7;5
G41726;Pöndorf;1863;1001;32;969;285;188;383;36;36;20;21
G41727;Puchkirchen am Trattberg;818;540;19;521;182;86;129;46;51;15;12
G41728;Pühret;500;353;13;340;104;54;107;25;32;15;3
G41729;Redleiten;427;246;12;234;55;43;103;5;19;5;4
G41730;Redlham;1284;744;33;711;190;152;202;61;58;23;25
G41731;Regau;5212;2949;86;2863;599;599;940;349;211;100;65
G41732;Rüstorf;1722;941;21;920;193;228;301;88;66;28;16
G41733;Rutzenham;229;167;6;161;55;23;48;21;7;3;4
G41734;St. Georgen im Attergau;3377;1762;29;1733;476;280;543;186;154;59;35
G41735;St. Lorenz;2009;1105;29;1076;367;129;287;114;118;28;33
G41736;Schlatt;1089;620;12;608;177;119;174;59;45;14;20
G41737;Schörfling am Attersee;2779;1630;27;1603;304;397;440;190;187;44;41
G41738;Schwanenstadt;3054;1561;32;1529;340;337;455;172;111;61;53
G41739;Seewalchen am Attersee;4591;2703;61;2642;587;584;720;321;285;78;67
G41740;Steinbach am Attersee;717;440;9;431;160;66;84;46;56;10;9
G41741;Straß im Attergau;1167;655;16;639;216;82;209;37;62;25;8
G41742;Tiefgraben;3122;1675;38;1637;543;212;416;192;161;68;45
G41743;Timelkam;4489;2473;64;2409;497;691;669;267;168;62;55
G41744;Ungenach;1166;728;18;710;231;97;194;96;55;19;18
G41745;Unterach am Attersee;1182;690;5;685;234;133;153;79;68;7;11
G41746;Vöcklabruck;8770;4769;75;4694;1019;1175;1056;658;530;129;127
G41747;Vöcklamarkt;3774;2104;78;2026;535;404;629;191;156;74;37
G41748;Weißenkirchen im Attergau;754;472;13;459;170;46;161;36;21;18;7
G41749;Weyregg am Attersee;1320;771;11;760;255;142;138;113;70;29;13
G41750;Wolfsegg am Hausruck;1479;912;25;887;228;223;220;103;68;25;20
G41751;Zell am Moos;1258;766;17;749;297;98;180;64;69;28;13
G41752;Zell am Pettenfirst;962;572;22;550;181;84;130;71;44;27;13
G41799;Wahlkarten - Vöcklabruck;0;3564;93;3471;810;734;688;581;427;127;104
G41800;Wels-Land;55938;33952;714;33238;8045;6979;10516;3031;3088;897;682
G41801;Aichkirchen;466;328;22;306;107;18;107;19;27;18;10
G41802;Bachmanning;513;331;5;326;91;74;87;33;30;8;3
G41803;Bad Wimsbach-Neydharting;1959;1218;44;1174;330;263;342;95;86;29;29
G41804;Buchkirchen;3342;2073;45;2028;476;494;612;190;170;49;37
G41805;Eberstalzell;2178;1251;29;1222;375;124;495;78;89;30;31
G41806;Edt bei Lambach;1783;1061;24;1037;309;206;311;88;78;24;21
G41807;Fischlham;1085;719;12;707;212;121;234;44;64;13;19
G41808;Gunskirchen;4747;2748;50;2698;635;624;820;228;254;91;46
G41809;Holzhausen;813;539;8;531;121;114;157;54;63;15;7
G41810;Krenglbach;2576;1651;36;1615;375;408;442;160;169;36;25
G41811;Lambach;2540;1317;25;1292;305;300;393;133;103;26;32
G41812;Marchtrenk;9992;5121;105;5016;792;1320;1854;372;435;129;114
G41813;Neukirchen bei Lambach;758;499;11;488;156;80;134;38;57;16;7
G41814;Offenhausen;1253;742;16;726;222;128;208;76;63;16;13
G41815;Pennewang;778;532;7;525;205;56;148;45;47;16;8
G41816;Pichl bei Wels;2189;1321;28;1293;333;296;389;108;122;29;16
G41817;Sattledt;1933;1082;27;1055;315;198;331;73;92;25;21
G41818;Schleißheim;1076;747;27;720;194;112;184;81;97;38;14
G41819;Sipbachzell;1655;1023;19;1004;294;166;314;77;107;34;12
G41820;Stadl-Paura;3578;1823;39;1784;290;475;646;166;112;47;48
G41821;Steinerkirchen an der Traun;1922;1225;26;1199;380;128;432;118;96;26;19
G41822;Steinhaus;2070;1275;20;1255;262;203;502;117;121;27;23
G41823;Thalheim bei Wels;4032;2530;40;2490;658;438;594;333;323;85;59
G41824;Weißkirchen an der Traun;2700;1709;23;1686;373;428;539;123;139;38;46
G41899;Wahlkarten - Wels-Land;0;1087;26;1061;235;205;241;182;144;32;22
G50000;Salzburg;392367;211246;3302;207944;61170;42870;50429;22374;17489;5954;7658
G5A000;Salzburg Stadt;95010;48921;501;48420;10823;11553;8958;7880;4975;1236;2995
G5B000;Flachgau/Tennengau;159280;90264;1524;88740;26423;16628;22114;9917;7757;2838;3063
G5C000;Lungau/Pinzgau/Pongau;138077;72061;1277;70784;23924;14689;19357;4577;4757;1880;1600
G50100;Salzburg Stadt;95010;48921;501;48420;10823;11553;8958;7880;4975;1236;2995
G50101;Salzburg;95010;46901;483;46418;10470;11089;8762;7377;4663;1203;2854
G50199;Wahlkarten - Salzburg Stadt;0;2020;18;2002;353;464;196;503;312;33;141
G50200;Hallein;43577;24237;453;23784;6915;5072;6013;2429;1773;826;756
G50201;Abtenau;4518;2501;75;2426;954;486;585;153;145;58;45
G50202;Adnet;2876;1639;33;1606;512;286;409;172;128;61;38
G50203;Annaberg-Lungötz;1674;965;11;954;451;194;214;22;27;38;8
G50204;Golling an der Salzach;3103;1748;33;1715;440;419;447;154;148;53;54
G50205;Hallein;13812;6264;95;6169;1164;1639;1589;769;501;192;315
G50206;Krispl;710;456;6;450;201;79;106;19;19;17;9
G50207;Kuchl;5433;3133;57;3076;973;519;821;307;230;141;85
G50208;Oberalm;3242;1918;24;1894;516;404;411;278;174;45;66
G50209;Puch bei Hallein;3467;1864;32;1832;532;426;364;230;166;60;54
G50210;Rußbach am Paß Gschütt;622;360;6;354;124;86;114;8;6;12;4
G50211;Sankt Koloman;1399;904;29;875;353;82;308;29;38;54;11
G50212;Scheffau am Tennengebirge;1155;673;18;655;226;111;220;35;39;21;3
G50213;Bad Vigaun;1566;959;22;937;294;146;284;82;59;49;23
G50299;Wahlkarten - Hallein;0;853;12;841;175;195;141;171;93;25;41
G50300;Salzburg-Umgebung;115703;66027;1071;64956;19508;11556;16101;7488;5984;2012;2307
G50301;Anif;3119;1721;16;1705;535;274;363;220;209;51;53
G50302;Anthering;2879;1657;43;1614;536;237;361;215;141;54;70
G50303;Bergheim;3973;2394;44;2350;784;401;516;289;234;52;74
G50304;Berndorf bei Salzburg;1384;691;13;678;248;119;178;48;44;22;19
G50305;Bürmoos;3573;1805;26;1779;238;649;480;152;131;45;84
G50306;Dorfbeuern;1213;665;10;655;250;90;169;52;56;17;21
